UnixTime,Latitude,Longitude,SSID_1,RSSI(dBm)_1,Obstacle_1,latitude_1,longitude_1,SSID_2,RSSI(dBm)_2,Obstacle_2,latitude_2,longitude_2,SSID_3,RSSI(dBm)_3,Obstacle_3,latitude_3,longitude_3
2022-07-20 11:14:41+00:00,35.15864898,136.9243929,1,-75,0,35.1586129,136.9246969,2,-63,0,35.1586384,136.924374,3,-72,0,35.1589788,136.9244773
2022-07-20 11:14:41+00:00,35.15864898,136.9243929,1,-75,0,35.1586129,136.9246969,3,-72,0,35.1589788,136.9244773,2,-63,0,35.1586384,136.924374
2022-07-20 11:14:41+00:00,35.15864898,136.9243929,2,-63,0,35.1586384,136.924374,1,-75,0,35.1586129,136.9246969,3,-72,0,35.1589788,136.9244773
2022-07-20 11:14:41+00:00,35.15864898,136.9243929,2,-63,0,35.1586384,136.924374,3,-72,0,35.1589788,136.9244773,1,-75,0,35.1586129,136.9246969
2022-07-20 11:14:41+00:00,35.15864898,136.9243929,3,-72,0,35.1589788,136.9244773,1,-75,0,35.1586129,136.9246969,2,-63,0,35.1586384,136.924374
2022-07-20 11:14:41+00:00,35.15864898,136.9243929,3,-72,0,35.1589788,136.9244773,2,-63,0,35.1586384,136.924374,1,-75,0,35.1586129,136.9246969
2022-07-20 11:14:42+00:00,35.15864898,136.9243929,1,-75,0,35.1586129,136.9246969,2,-63,0,35.1586384,136.924374,3,-72,0,35.1589788,136.9244773
2022-07-20 11:14:42+00:00,35.15864898,136.9243929,1,-75,0,35.1586129,136.9246969,3,-72,0,35.1589788,136.9244773,2,-63,0,35.1586384,136.924374
2022-07-20 11:14:42+00:00,35.15864898,136.9243929,2,-63,0,35.1586384,136.924374,1,-75,0,35.1586129,136.9246969,3,-72,0,35.1589788,136.9244773
2022-07-20 11:14:42+00:00,35.15864898,136.9243929,2,-63,0,35.1586384,136.924374,3,-72,0,35.1589788,136.9244773,1,-75,0,35.1586129,136.9246969
2022-07-20 11:14:42+00:00,35.15864898,136.9243929,3,-72,0,35.1589788,136.9244773,1,-75,0,35.1586129,136.9246969,2,-63,0,35.1586384,136.924374
2022-07-20 11:14:42+00:00,35.15864898,136.9243929,3,-72,0,35.1589788,136.9244773,2,-63,0,35.1586384,136.924374,1,-75,0,35.1586129,136.9246969
2022-07-20 11:14:43+00:00,35.15864898,136.9243929,1,-75,0,35.1586129,136.9246969,2,-63,0,35.1586384,136.924374,3,-72,0,35.1589788,136.9244773
2022-07-20 11:14:43+00:00,35.15864898,136.9243929,1,-75,0,35.1586129,136.9246969,3,-72,0,35.1589788,136.9244773,2,-63,0,35.1586384,136.924374
2022-07-20 11:14:43+00:00,35.15864898,136.9243929,2,-63,0,35.1586384,136.924374,1,-75,0,35.1586129,136.9246969,3,-72,0,35.1589788,136.9244773
2022-07-20 11:14:43+00:00,35.15864898,136.9243929,2,-63,0,35.1586384,136.924374,3,-72,0,35.1589788,136.9244773,1,-75,0,35.1586129,136.9246969
2022-07-20 11:14:43+00:00,35.15864898,136.9243929,3,-72,0,35.1589788,136.9244773,1,-75,0,35.1586129,136.9246969,2,-63,0,35.1586384,136.924374
2022-07-20 11:14:43+00:00,35.15864898,136.9243929,3,-72,0,35.1589788,136.9244773,2,-63,0,35.1586384,136.924374,1,-75,0,35.1586129,136.9246969
2022-07-20 11:14:44+00:00,35.15864898,136.9243929,1,-75,0,35.1586129,136.9246969,2,-63,0,35.1586384,136.924374,3,-72,0,35.1589788,136.9244773
2022-07-20 11:14:44+00:00,35.15864898,136.9243929,1,-75,0,35.1586129,136.9246969,3,-72,0,35.1589788,136.9244773,2,-63,0,35.1586384,136.924374
2022-07-20 11:14:44+00:00,35.15864898,136.9243929,2,-63,0,35.1586384,136.924374,1,-75,0,35.1586129,136.9246969,3,-72,0,35.1589788,136.9244773
2022-07-20 11:14:44+00:00,35.15864898,136.9243929,2,-63,0,35.1586384,136.924374,3,-72,0,35.1589788,136.9244773,1,-75,0,35.1586129,136.9246969
2022-07-20 11:14:44+00:00,35.15864898,136.9243929,3,-72,0,35.1589788,136.9244773,1,-75,0,35.1586129,136.9246969,2,-63,0,35.1586384,136.924374
2022-07-20 11:14:44+00:00,35.15864898,136.9243929,3,-72,0,35.1589788,136.9244773,2,-63,0,35.1586384,136.924374,1,-75,0,35.1586129,136.9246969
2022-07-20 11:14:45+00:00,35.15864898,136.9243929,1,-75,0,35.1586129,136.9246969,2,-63,0,35.1586384,136.924374,3,-72,0,35.1589788,136.9244773
2022-07-20 11:14:45+00:00,35.15864898,136.9243929,1,-75,0,35.1586129,136.9246969,3,-72,0,35.1589788,136.9244773,2,-63,0,35.1586384,136.924374
2022-07-20 11:14:45+00:00,35.15864898,136.9243929,2,-63,0,35.1586384,136.924374,1,-75,0,35.1586129,136.9246969,3,-72,0,35.1589788,136.9244773
2022-07-20 11:14:45+00:00,35.15864898,136.9243929,2,-63,0,35.1586384,136.924374,3,-72,0,35.1589788,136.9244773,1,-75,0,35.1586129,136.9246969
2022-07-20 11:14:45+00:00,35.15864898,136.9243929,3,-72,0,35.1589788,136.9244773,1,-75,0,35.1586129,136.9246969,2,-63,0,35.1586384,136.924374
2022-07-20 11:14:45+00:00,35.15864898,136.9243929,3,-72,0,35.1589788,136.9244773,2,-63,0,35.1586384,136.924374,1,-75,0,35.1586129,136.9246969
2022-07-20 11:14:46+00:00,35.15864898,136.9243929,1,-75,0,35.1586129,136.9246969,2,-63,0,35.1586384,136.924374,3,-72,0,35.1589788,136.9244773
2022-07-20 11:14:46+00:00,35.15864898,136.9243929,1,-75,0,35.1586129,136.9246969,3,-72,0,35.1589788,136.9244773,2,-63,0,35.1586384,136.924374
2022-07-20 11:14:46+00:00,35.15864898,136.9243929,2,-63,0,35.1586384,136.924374,1,-75,0,35.1586129,136.9246969,3,-72,0,35.1589788,136.9244773
2022-07-20 11:14:46+00:00,35.15864898,136.9243929,2,-63,0,35.1586384,136.924374,3,-72,0,35.1589788,136.9244773,1,-75,0,35.1586129,136.9246969
2022-07-20 11:14:46+00:00,35.15864898,136.9243929,3,-72,0,35.1589788,136.9244773,1,-75,0,35.1586129,136.9246969,2,-63,0,35.1586384,136.924374
2022-07-20 11:14:46+00:00,35.15864898,136.9243929,3,-72,0,35.1589788,136.9244773,2,-63,0,35.1586384,136.924374,1,-75,0,35.1586129,136.9246969
2022-07-20 11:14:47+00:00,35.15864898,136.9243929,1,-75,0,35.1586129,136.9246969,2,-63,0,35.1586384,136.924374,3,-72,0,35.1589788,136.9244773
2022-07-20 11:14:47+00:00,35.15864898,136.9243929,1,-75,0,35.1586129,136.9246969,3,-72,0,35.1589788,136.9244773,2,-63,0,35.1586384,136.924374
2022-07-20 11:14:47+00:00,35.15864898,136.9243929,2,-63,0,35.1586384,136.924374,1,-75,0,35.1586129,136.9246969,3,-72,0,35.1589788,136.9244773
2022-07-20 11:14:47+00:00,35.15864898,136.9243929,2,-63,0,35.1586384,136.924374,3,-72,0,35.1589788,136.9244773,1,-75,0,35.1586129,136.9246969
2022-07-20 11:14:47+00:00,35.15864898,136.9243929,3,-72,0,35.1589788,136.9244773,1,-75,0,35.1586129,136.9246969,2,-63,0,35.1586384,136.924374
2022-07-20 11:14:47+00:00,35.15864898,136.9243929,3,-72,0,35.1589788,136.9244773,2,-63,0,35.1586384,136.924374,1,-75,0,35.1586129,136.9246969
2022-07-20 11:14:48+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:48+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:48+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:48+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:48+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:48+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:49+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:49+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:49+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:49+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:49+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:49+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:50+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:50+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:50+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:50+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:50+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:50+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:51+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:51+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:51+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:51+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:51+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:51+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:52+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:52+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:52+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:52+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:52+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:52+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:53+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:53+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:53+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:53+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:53+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:53+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:54+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:54+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:54+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:54+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:54+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:54+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:55+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:55+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:55+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:55+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:55+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:55+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:56+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:56+00:00,35.15864898,136.9243929,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:56+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969,3,-69,0,35.1589788,136.9244773
2022-07-20 11:14:56+00:00,35.15864898,136.9243929,2,-55,0,35.1586384,136.924374,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969
2022-07-20 11:14:56+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,1,-59,0,35.1586129,136.9246969,2,-55,0,35.1586384,136.924374
2022-07-20 11:14:56+00:00,35.15864898,136.9243929,3,-69,0,35.1589788,136.9244773,2,-55,0,35.1586384,136.924374,1,-59,0,35.1586129,136.9246969
2022-07-20 11:19:19+00:00,35.15895434,136.9245332,2,-59,0,35.1586384,136.924374,3,-64,0,35.1589788,136.9244773,4,-73,0,35.1589182,136.9247649
2022-07-20 11:19:19+00:00,35.15895434,136.9245332,2,-59,0,35.1586384,136.924374,4,-73,0,35.1589182,136.9247649,3,-64,0,35.1589788,136.9244773
2022-07-20 11:19:19+00:00,35.15895434,136.9245332,3,-64,0,35.1589788,136.9244773,2,-59,0,35.1586384,136.924374,4,-73,0,35.1589182,136.9247649
2022-07-20 11:19:19+00:00,35.15895434,136.9245332,3,-64,0,35.1589788,136.9244773,4,-73,0,35.1589182,136.9247649,2,-59,0,35.1586384,136.924374
2022-07-20 11:19:19+00:00,35.15895434,136.9245332,4,-73,0,35.1589182,136.9247649,2,-59,0,35.1586384,136.924374,3,-64,0,35.1589788,136.9244773
2022-07-20 11:19:19+00:00,35.15895434,136.9245332,4,-73,0,35.1589182,136.9247649,3,-64,0,35.1589788,136.9244773,2,-59,0,35.1586384,136.924374
2022-07-20 11:19:20+00:00,35.15895434,136.9245332,2,-59,0,35.1586384,136.924374,3,-64,0,35.1589788,136.9244773,4,-73,0,35.1589182,136.9247649
2022-07-20 11:19:20+00:00,35.15895434,136.9245332,2,-59,0,35.1586384,136.924374,4,-73,0,35.1589182,136.9247649,3,-64,0,35.1589788,136.9244773
2022-07-20 11:19:20+00:00,35.15895434,136.9245332,3,-64,0,35.1589788,136.9244773,2,-59,0,35.1586384,136.924374,4,-73,0,35.1589182,136.9247649
2022-07-20 11:19:20+00:00,35.15895434,136.9245332,3,-64,0,35.1589788,136.9244773,4,-73,0,35.1589182,136.9247649,2,-59,0,35.1586384,136.924374
2022-07-20 11:19:20+00:00,35.15895434,136.9245332,4,-73,0,35.1589182,136.9247649,2,-59,0,35.1586384,136.924374,3,-64,0,35.1589788,136.9244773
2022-07-20 11:19:20+00:00,35.15895434,136.9245332,4,-73,0,35.1589182,136.9247649,3,-64,0,35.1589788,136.9244773,2,-59,0,35.1586384,136.924374
2022-07-20 11:19:21+00:00,35.15895434,136.9245332,2,-59,0,35.1586384,136.924374,3,-64,0,35.1589788,136.9244773,4,-73,0,35.1589182,136.9247649
2022-07-20 11:19:21+00:00,35.15895434,136.9245332,2,-59,0,35.1586384,136.924374,4,-73,0,35.1589182,136.9247649,3,-64,0,35.1589788,136.9244773
2022-07-20 11:19:21+00:00,35.15895434,136.9245332,3,-64,0,35.1589788,136.9244773,2,-59,0,35.1586384,136.924374,4,-73,0,35.1589182,136.9247649
2022-07-20 11:19:21+00:00,35.15895434,136.9245332,3,-64,0,35.1589788,136.9244773,4,-73,0,35.1589182,136.9247649,2,-59,0,35.1586384,136.924374
2022-07-20 11:19:21+00:00,35.15895434,136.9245332,4,-73,0,35.1589182,136.9247649,2,-59,0,35.1586384,136.924374,3,-64,0,35.1589788,136.9244773
2022-07-20 11:19:21+00:00,35.15895434,136.9245332,4,-73,0,35.1589182,136.9247649,3,-64,0,35.1589788,136.9244773,2,-59,0,35.1586384,136.924374
2022-07-20 11:19:22+00:00,35.15895434,136.9245332,2,-59,0,35.1586384,136.924374,3,-64,0,35.1589788,136.9244773,4,-73,0,35.1589182,136.9247649
2022-07-20 11:19:22+00:00,35.15895434,136.9245332,2,-59,0,35.1586384,136.924374,4,-73,0,35.1589182,136.9247649,3,-64,0,35.1589788,136.9244773
2022-07-20 11:19:22+00:00,35.15895434,136.9245332,3,-64,0,35.1589788,136.9244773,2,-59,0,35.1586384,136.924374,4,-73,0,35.1589182,136.9247649
2022-07-20 11:19:22+00:00,35.15895434,136.9245332,3,-64,0,35.1589788,136.9244773,4,-73,0,35.1589182,136.9247649,2,-59,0,35.1586384,136.924374
2022-07-20 11:19:22+00:00,35.15895434,136.9245332,4,-73,0,35.1589182,136.9247649,2,-59,0,35.1586384,136.924374,3,-64,0,35.1589788,136.9244773
2022-07-20 11:19:22+00:00,35.15895434,136.9245332,4,-73,0,35.1589182,136.9247649,3,-64,0,35.1589788,136.9244773,2,-59,0,35.1586384,136.924374
2022-07-20 11:19:23+00:00,35.15895434,136.9245332,2,-59,0,35.1586384,136.924374,3,-64,0,35.1589788,136.9244773,4,-73,0,35.1589182,136.9247649
2022-07-20 11:19:23+00:00,35.15895434,136.9245332,2,-59,0,35.1586384,136.924374,4,-73,0,35.1589182,136.9247649,3,-64,0,35.1589788,136.9244773
2022-07-20 11:19:23+00:00,35.15895434,136.9245332,3,-64,0,35.1589788,136.9244773,2,-59,0,35.1586384,136.924374,4,-73,0,35.1589182,136.9247649
2022-07-20 11:19:23+00:00,35.15895434,136.9245332,3,-64,0,35.1589788,136.9244773,4,-73,0,35.1589182,136.9247649,2,-59,0,35.1586384,136.924374
2022-07-20 11:19:23+00:00,35.15895434,136.9245332,4,-73,0,35.1589182,136.9247649,2,-59,0,35.1586384,136.924374,3,-64,0,35.1589788,136.9244773
2022-07-20 11:19:23+00:00,35.15895434,136.9245332,4,-73,0,35.1589182,136.9247649,3,-64,0,35.1589788,136.9244773,2,-59,0,35.1586384,136.924374
2022-07-20 11:19:24+00:00,35.15895434,136.9245332,2,-59,0,35.1586384,136.924374,3,-64,0,35.1589788,136.9244773,4,-73,0,35.1589182,136.9247649
2022-07-20 11:19:24+00:00,35.15895434,136.9245332,2,-59,0,35.1586384,136.924374,4,-73,0,35.1589182,136.9247649,3,-64,0,35.1589788,136.9244773
2022-07-20 11:19:24+00:00,35.15895434,136.9245332,3,-64,0,35.1589788,136.9244773,2,-59,0,35.1586384,136.924374,4,-73,0,35.1589182,136.9247649
2022-07-20 11:19:24+00:00,35.15895434,136.9245332,3,-64,0,35.1589788,136.9244773,4,-73,0,35.1589182,136.9247649,2,-59,0,35.1586384,136.924374
2022-07-20 11:19:24+00:00,35.15895434,136.9245332,4,-73,0,35.1589182,136.9247649,2,-59,0,35.1586384,136.924374,3,-64,0,35.1589788,136.9244773
2022-07-20 11:19:24+00:00,35.15895434,136.9245332,4,-73,0,35.1589182,136.9247649,3,-64,0,35.1589788,136.9244773,2,-59,0,35.1586384,136.924374
2022-07-20 11:19:25+00:00,35.15895434,136.9245332,2,-59,0,35.1586384,136.924374,3,-64,0,35.1589788,136.9244773,4,-73,0,35.1589182,136.9247649
2022-07-20 11:19:25+00:00,35.15895434,136.9245332,2,-59,0,35.1586384,136.924374,4,-73,0,35.1589182,136.9247649,3,-64,0,35.1589788,136.9244773
2022-07-20 11:19:25+00:00,35.15895434,136.9245332,3,-64,0,35.1589788,136.9244773,2,-59,0,35.1586384,136.924374,4,-73,0,35.1589182,136.9247649
2022-07-20 11:19:25+00:00,35.15895434,136.9245332,3,-64,0,35.1589788,136.9244773,4,-73,0,35.1589182,136.9247649,2,-59,0,35.1586384,136.924374
2022-07-20 11:19:25+00:00,35.15895434,136.9245332,4,-73,0,35.1589182,136.9247649,2,-59,0,35.1586384,136.924374,3,-64,0,35.1589788,136.9244773
